grantee,url,amount,date,cause_area,cause_area_url,notes
Berkeley Symphony Orchestra,https://www.hewlett.org/grants/berkeley-symphony-orchestra-for-general-support/,"$210,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
World Neighbors,https://www.hewlett.org/grants/world-neighbors-for-general-support/,"$350,000","February 28, 2005",Population,,for general support
Save the Children,https://www.hewlett.org/grants/save-the-children-for-reproductive-health-activities/,"$200,000","February 28, 2005",Population,,for reproductive health activities
Public Policy Institute of California,https://www.hewlett.org/grants/public-policy-institute-of-california-for-a-survey-series-dedicated-to-gauging-public-attitudes-on-the-states-education-system-environmental-condition-and-rapid-population-growth/,"$525,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,"for a survey series dedicated to gauging public attitudes on the state's education system, environmental condition and rapid population growth"
Independent Television Service,https://www.hewlett.org/grants/independent-television-service-for-the-launch-of-the-public-private-international-media-development-fund-a-documentary-and-journalistic-production-initiative-to-bring-international-perspectives-to/,"$2,000,000","February 28, 2005",Global Development,,"for the launch of the public-private International Media Development Fund, a documentary and journalistic production initiative to bring international perspectives to American television audiences"
Fundación del Empresariado Chihuahense,https://www.hewlett.org/grants/fundacion-del-empresariado-chihuahense-for-a-resource-center-model-to-strengthen-civil-society-organizations-in-chihuahua-mexico/,"$175,000","February 28, 2005",Global Development,,"for a resource center model to strengthen civil society organizations in Chihuahua, Mexico"
Pacoima Beautiful,https://www.hewlett.org/grants/pacoima-beautiful-for-general-support/,"$50,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for general support
Headlands Center for the Arts,https://www.hewlett.org/grants/headlands-center-for-the-arts-for-general-support-of-residencies-for-bay-area-performing-artists/,"$75,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of residencies for Bay Area performing artists
Centre for Development and Population Activities,https://www.hewlett.org/grants/centre-for-development-and-population-activities-for-an-organizational-effectiveness-grant-to-develop-new-marketing-materials/,"$30,000","February 28, 2005",Population,,for an organizational effectiveness grant to develop new marketing materials
Center for Health and Gender Equity,https://www.hewlett.org/grants/center-for-health-and-gender-equity-for-general-support-0/,"$300,000","February 28, 2005",Population,,for general support
Western Governors Foundation,https://www.hewlett.org/grants/western-governors-foundation-for-the-clean-and-diversified-energy-initiative/,"$250,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for the Clean and Diversified Energy Initiative
East Bay Center for the Performing Arts,https://www.hewlett.org/grants/east-bay-center-for-the-performing-arts-for-general-support-0/,"$225,000","February 28, 2005",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Organisation for Economic Co-operation and Development,https://www.hewlett.org/grants/organisation-for-economic-co-operation-and-development-for-an-international-study-of-demand-and-supply-side-issues-related-to-open-educational-resources/,"$270,000","February 28, 2005",Education,https://www.hewlett.org/programs/education/,for an international study of demand and supply side issues related to Open Educational Resources
Oxfam GB,https://www.hewlett.org/grants/oxfam-gb-for-a-situational-analysis-of-reproductive-health-and-hivaids-in-two-african-countries/,"$75,000","February 28, 2005",Population,,for a situational analysis of reproductive health and HIV/AIDS in two African countries
Social and Environmental Entrepreneurs,https://www.hewlett.org/grants/social-and-environmental-entrepreneurs-for-an-organizational-effectiveness-grant-to-east-yard-communities-for-environmental-justice/,"$5,000","February 28, 2005",Environment,https://www.hewlett.org/programs/environment/,for an organizational effectiveness grant to East Yard Communities for Environmental Justice
Commonwealth Club of California,https://www.hewlett.org/grants/commonwealth-club-of-california-for-the-voices-of-reform-project/,"$34,440","February 14, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for the Voices of Reform Project
Public Policy Institute of California,https://www.hewlett.org/grants/public-policy-institute-of-california-for-outreach-related-to-the-california-2025-project/,"$200,000","February 14, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for outreach related to the California 2025 project
AlvarAlice Foundation,https://www.hewlett.org/grants/alvaralice-foundation-for-the-international-symposium-on-restorative-justice-and-peace-in-columbia/,"$50,000","February 10, 2005",Special Projects,https://www.hewlett.org/programs/special-projects/,for the International Symposium on Restorative Justice and Peace in Columbia
Instituto Federal de Acceso a la Información Pública,https://www.hewlett.org/grants/instituto-federal-de-acceso-a-la-informacion-publica-for-the-third-international-conference-on-government-transparency/,"$40,000","February 4, 2005",Global Development,,for the Third International Conference on Government Transparency
Ipas,https://www.hewlett.org/grants/ipas-for-advocacy-projects-in-ethiopia/,"$200,000","February 2, 2005",Population,,for advocacy projects in Ethiopia
Futures Group,https://www.hewlett.org/grants/futures-group-for-a-study-on-the-micro-economic-impact-of-abortion-related-morbidity-and-mortality/,"$25,000","February 2, 2005",Population,,for a study on the micro-economic impact of abortion related morbidity and mortality
United Nations Foundation,https://www.hewlett.org/grants/united-nations-foundation-for-general-support-for-regions-affected-by-the-december-2004-tsunami-0/,"$252,000","February 1, 2005",Population,,for general support for regions affected by the December 2004 tsunami
International Planned Parenthood Federation,https://www.hewlett.org/grants/international-planned-parenthood-federation-for-general-support-for-regions-affected-by-the-december-2004-tsunami/,"$900,000","February 1, 2005",Population,,for general support for regions affected by the December 2004 tsunami
Reuters Foundation,https://www.hewlett.org/grants/reuters-foundation-for-support-of-a-meeting-to-help-develop-and-provide-a-high-quality-knowledge-management-system-for-the-global-ict-education-program-netgrowth/,"$18,000","January 28, 2005",Education,https://www.hewlett.org/programs/education/,for support of a meeting to help develop and provide a high-quality Knowledge Management System for the Global ICT Education Program (NetGrowth)
African Virtual University,https://www.hewlett.org/grants/african-virtual-university-for-a-project-to-analyze-and-help-improve-the-capacity-of-seventeen-african-universities-to-develop-or-re-author-academic-content-for-use-in-the-avus-open-distance-and-e/,"$50,000","January 28, 2005",Education,https://www.hewlett.org/programs/education/,for a project to analyze and help improve the capacity of seventeen African Universities to develop or re-author academic content for use in the AVU's open distance and e-learning initiative
Stanford University,https://www.hewlett.org/grants/stanford-university-for-the-advancement-and-dissemination-of-knowledge-about-effective-mathematics-teaching-approaches/,"$35,000","January 21, 2005",Education,https://www.hewlett.org/programs/education/,for the advancement and dissemination of knowledge about effective mathematics teaching approaches
Community Foundation Silicon Valley,https://www.hewlett.org/grants/community-foundation-silicon-valley-for-the-palo-alto-weekly-holiday-fund-0/,"$25,000","January 21, 2005",Regional,,for the Palo Alto Weekly Holiday Fund
Stanford University,https://www.hewlett.org/grants/stanford-university-for-a-planning-grant-to-create-a-global-education-research-and-policy-network/,"$25,000","January 21, 2005",Education,https://www.hewlett.org/programs/education/,for a planning grant to create a global education research and policy network
